"","id","realtime_start","realtime_end","title","observation_start","observation_end","frequency","frequency_short","units","units_short","seasonal_adjustment","seasonal_adjustment_short","last_updated","popularity","group_popularity","notes"
"439","HQMCB77Y6M","2023-12-17","2023-12-17","77.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:25-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"440","H0RIFSPPFM06NM","2023-12-17","2023-12-17","6-Month Finance Paper Placed Directly, Average Offering Rate, Quoted on a Discount Basis (DISCONTINUED)","1954-05-01","1997-08-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2022-06-03 16:09:46-05",1,1,"Averages of daily figures.

The Federal Reserve Board has discontinued this series. For more information see the H.15 Statistical Release (https://www.federalreserve.gov/releases/h15/default.htm)."
"441","TP10J16","2023-12-17","2023-12-17","10-Year 2% Treasury Inflation-Indexed Note, Due 1/15/2016 (DISCONTINUED)","2006-02-01","2015-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2016-01-04 08:16:03-06",1,1,"Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI). The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater.

Averages of business days. Yield to maturity on accrued principal.

Calculated from data provided by the Wall Street Journal.

Copyright, 2016, Haver Analytics. Reprinted with permission."
"442","HQMCB76Y6M","2023-12-17","2023-12-17","76.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:25-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"443","TP3HA32","2023-12-17","2023-12-17","30-1/2-Year 3-3/8% Treasury Inflation-Indexed Bond, Due 4/15/2032 (DISCONTINUED)","2001-10-01","2020-07-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2020-08-03 07:02:15-05",1,1,"This series will no longer be updated. It has been replaced with DTP3HA32 (https://fred.stlouisfed.org/graph/?g=uHQf) that updates on a daily basis.

Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI). The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater.

Monthly average of business days calculated by Federal Reserve Bank of St. Louis. Yield to maturity on accrued principal.

Calculated from data provided by the Wall Street Journal.

Copyright, 2016, Haver Analytics. Reprinted with permission."
"444","NVSLIND","2023-12-17","2023-12-17","Leading Index for Nevada","1982-01-01","2020-02-01","Monthly","M","Percent","%","Seasonally Adjusted","SA","2020-04-14 09:17:06-05",1,1,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
"445","KYSLIND","2023-12-17","2023-12-17","Leading Index for Kentucky","1982-01-01","2020-02-01","Monthly","M","Percent","%","Seasonally Adjusted","SA","2020-04-14 09:16:55-05",1,1,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
"446","M128BAUSM518NNBR","2023-12-17","2023-12-17","Deflated Bank Clearings for United States","1875-01-01","1936-01-01","Monthly","M","Percentage of Deviation From Trend","Percentage Of Deviation From Trend","Not Seasonally Adjusted","NSA","2012-08-17 15:32:22-05",1,1,"Source: F.R. Macaulay, ""The Movements Of Interest Rates, Bond Yields And Stock Prices In The U.S. Since 1856, "" NBER Publication #33, 1938, Table 27, Column 2; Table 30, Columns 1 And 3.

This NBER data series m12018ba appears on the NBER website in Chapter 12 at http://www.nber.org/databases/macrohistory/contents/chapter12.html.

NBER Indicator: m12018ba"
"447","M13061USM156NNBR","2023-12-17","2023-12-17","Yields on Railroad Bonds, Highest Rating for United States","1945-01-01","1966-01-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:17:36-05",1,1,"Data Refer To Aaa Grade Bonds. Source: Moody'S Transportation Manual, 1965; Moody'S Bond Survey, Weekly Issues Thereafter.

This NBER data series m13061 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13061"
"448","HQMCB33YR","2023-12-17","2023-12-17","33-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:13-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"449","HQMCB62YR","2023-12-17","2023-12-17","62-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:21-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"450","HQMCB44Y6M","2023-12-17","2023-12-17","44.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:16-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"451","HQMCB54Y6M","2023-12-17","2023-12-17","54.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:19-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"452","HQMCB57Y6M","2023-12-17","2023-12-17","57.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:20-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"453","HQMCB58Y6M","2023-12-17","2023-12-17","58.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:20-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"454","HQMCB61YR","2023-12-17","2023-12-17","61-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:21-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"455","HQMCB63Y6M","2023-12-17","2023-12-17","63.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:21-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"456","HQMCB69Y6M","2023-12-17","2023-12-17","69.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:23-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"457","HQMCB73Y6M","2023-12-17","2023-12-17","73.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:24-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"458","HQMCB78Y6M","2023-12-17","2023-12-17","78.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:25-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"459","HQMCB85YR","2023-12-17","2023-12-17","85-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:27-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"460","HQMCB89YR","2023-12-17","2023-12-17","89-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:28-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"461","HQMCB94YR","2023-12-17","2023-12-17","94-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:30-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"462","HQMCB36Y6M","2023-12-17","2023-12-17","36.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:14-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"463","HQMCB37YR","2023-12-17","2023-12-17","37-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:14-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"464","HQMCB45Y6M","2023-12-17","2023-12-17","45.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:16-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"465","HQMCB52YR","2023-12-17","2023-12-17","52-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:18-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"466","HQMCB62Y6M","2023-12-17","2023-12-17","62.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:21-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"467","HQMCB68YR","2023-12-17","2023-12-17","68-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:23-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"468","HQMCB88YR","2023-12-17","2023-12-17","88-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:28-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"469","HQMCB94Y6M","2023-12-17","2023-12-17","94.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:29-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"470","HQMCB98Y6M","2023-12-17","2023-12-17","98.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:30-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"471","HQMCB21Y6M","2023-12-17","2023-12-17","21.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:11-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"472","HQMCB28YR","2023-12-17","2023-12-17","28-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:12-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"473","TP10L12","2023-12-17","2023-12-17","10-Year 3% Treasury Inflation-Indexed Note, Due 7/15/2012 (DISCONTINUED)","2002-08-01","2012-06-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-07-02 08:48:32-05",1,1,"Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI). The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater.

Averages of business days. Yield to maturity on accrued principal.

Calculated from data provided by the Wall Street Journal.

Copyright, 2016, Haver Analytics. Reprinted with permission."
"474","AKSLIND","2023-12-17","2023-12-17","Leading Index for Alaska","1982-01-01","2020-02-01","Monthly","M","Percent","%","Seasonally Adjusted","SA","2020-04-14 09:16:35-05",1,1,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
"475","HQMCB71YR","2023-12-17","2023-12-17","71-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:24-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"476","VTSLIND","2023-12-17","2023-12-17","Leading Index for Vermont","1982-01-01","2020-02-01","Monthly","M","Percent","%","Seasonally Adjusted","SA","2020-04-14 09:16:06-05",1,1,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
"477","H0RIFSPPCM03NM","2023-12-17","2023-12-17","3-Month Prime Commercial Paper, Average Dealer Offering Rate, Quoted on a Discount Basis (DISCONTINUED)","1971-04-01","1997-08-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2022-06-03 16:09:34-05",1,1,"Averages of daily figures.

The Federal Reserve Board has discontinued this series. For more information see the H.15 Statistical Release (https://www.federalreserve.gov/releases/h15/default.htm)."
